,OFx,OFy,OFdx,OFdy,dt
0,0.0,0.0,0.0,0.0,1
1,-0.033265797594221276,0.0215101405252584,-0.033265797594221276,0.0215101405252584,1
2,-0.08965186359444302,0.18390260578696055,-0.05638606600022175,0.16239246526170215,1
3,-0.09082166875111054,0.37547310549653756,-0.001169805156667525,0.191570499709577,1
