,IMUx,IMUy,IMUvx,IMUvy,dt
171,-0.04117933952232411,0.0015983426601946515,-0.3914379309862852,-0.02086669858545065,7.128715515136719e-05
172,-0.046145819998347104,0.0013987535818766883,-0.42494755052030087,-0.017077463679015636,7.271766662597656e-05
173,-0.05334638825203486,0.0011763828586996983,-0.4672097433358431,-0.014428551308810711,8.797645568847656e-05
174,-0.05861611523451993,0.0010425634668274064,-0.49632490426301956,-0.012603669427335262,7.319450378417969e-05
175,-0.0656771654364583,0.0009056926950290478,-0.5326748881489038,-0.010325322858989239,7.796287536621094e-05
176,-0.07412322997980225,0.0008272823253732131,-0.5643047979101539,-0.005238812416791916,7.081031799316406e-05
177,-0.08158749488585149,0.0008153268985566786,-0.5909955101087689,-0.0009465906769037247,7.081031799316406e-05
178,-0.08807591105282131,0.0008433443155031473,-0.6133511355146766,0.0026484914124011993,6.628036499023438e-05
179,-0.09560600202047209,0.0009218889214024362,-0.6382824191823602,0.00665777362883091,6.842613220214844e-05
180,-0.10539142778640143,0.001104457661014635,-0.6585961012169719,0.012287565506994724,6.699562072753906e-05
181,-0.11326285929002156,0.0012994386034073102,-0.6745500294491649,0.016709082759916782,6.508827209472656e-05
182,-0.12170927875359183,0.0015601778477694062,-0.69125562813133,0.02133892010897398,7.390975952148438e-05
183,-0.13104436006598008,0.0019066785630186267,-0.7092504100874066,0.026326045393943787,6.890296936035156e-05
184,-0.14136910993658725,0.0023181826280604945,-0.7208872633054852,0.02873174101114273,6.937980651855469e-05
185,-0.1490876198239146,0.0026409913876614954,-0.7294841455295682,0.030508981086313725,6.461143493652344e-05
186,-0.1569058145979172,0.0029830026998312054,-0.7380905197933316,0.03228818345814943,6.699562072753906e-05
187,-0.166520674848611,0.0034254596974749862,-0.7485271142795682,0.034445748664438725,6.961822509765625e-05
188,-0.1771046323119274,0.0034254596974749862,-0.7449753331020474,0.0,6.794929504394531e-05
189,-0.18505781693953516,0.0034254596974749862,-0.7422967599704862,0.0,8.7738037109375e-05
190,-0.1943782201494042,0.0034254596974749862,-0.7391443299129605,0.0,7.462501525878906e-05
191,-0.2030478683952439,0.0034254596974749862,-0.7362002776935697,0.0,7.152557373046875e-05
192,-0.21162730114407413,0.0034254596974749862,-0.7332752393558621,0.0,6.818771362304688e-05
193,-0.22281125413332736,0.0034486504980049126,-0.7257507350295782,0.0015049008652567863,6.747245788574219e-05
194,-0.23044651344513833,0.003475560936071709,-0.7205768888816237,0.002539670094847679,7.033348083496094e-05
195,-0.23964930296669507,0.003524492237099386,-0.714285921305418,0.0037978636100888252,7.390975952148438e-05
196,-0.24987539107422396,0.0035366743300726533,-0.7011250061914325,0.0008352333679795265,7.081031799316406e-05
197,-0.2587492965612608,0.0035137795135189442,-0.6895119911059737,-0.001778951846063137,6.985664367675781e-05
198,-0.26594161221475776,0.0034722366761321677,-0.6799675039947033,-0.003927494399249554,6.175041198730469e-05
199,-0.2738203031812496,0.0033978642553880167,-0.6693462636321783,-0.006318422965705395,6.771087646484375e-05
200,-0.28343304291903504,0.0033978642553880167,-0.6456165369600058,0.0,9.131431579589844e-05
201,-0.2907476492219865,0.0033978642553880167,-0.6270245146006346,0.0,6.771087646484375e-05
202,-0.2982350565170968,0.0033978642553880167,-0.6073776688426733,0.0,9.918212890625e-05
203,-0.3059557663891326,0.0033978642553880167,-0.5863936748355627,0.0,7.081031799316406e-05
204,-0.3141924789230206,0.003304672328604541,-0.5567471850663424,-0.006299156695604324,8.153915405273438e-05
205,-0.3198938941950029,0.0031893126927127202,-0.5354081336408854,-0.01083318516612053,7.963180541992188e-05
206,-0.32549258952484217,0.0030206099176242063,-0.5135621698573232,-0.01547492016106844,0.000118255615234375
207,-0.33352438199202594,0.0026424896661061403,-0.4800333334133029,-0.02259898092597723,0.00012683868408203125
208,-0.3396395918639108,0.0022461460058806892,-0.43719721864908934,-0.02833596058189869,0.00010848045349121094
209,-0.34512250788244003,0.0017733029491822094,-0.3946495158597827,-0.03403431363403797,8.273124694824219e-05
210,-0.349949443724878,0.0012307733277998611,-0.35274216067045927,-0.03964690584689379,8.440017700195312e-05
211,-0.3533501969603743,0.0007634582941113965,-0.3202180517837405,-0.044002813287079334,7.510185241699219e-05
212,-0.3570304507141704,0.00013962705150483146,-0.2779026562348008,-0.04710663203150034,7.390975952148438e-05
213,-0.35982936013896016,-0.0004396888970366053,-0.24075546022504568,-0.04983136523514986,7.05718994140625e-05
214,-0.3628647725919998,-0.0012975393757312936,-0.18959988374263048,-0.053583608008921146,7.200241088867188e-05
215,-0.36451342423322997,-0.0018908602174128042,-0.15578413475304842,-0.05606398079544306,6.723403930664062e-05
216,-0.36631749738741415,-0.002933985697474384,-0.11072169337421656,-0.06401992030441761,7.152557373046875e-05
217,-0.3672331534115203,-0.00374789284466992,-0.07843598816543818,-0.06972008012235165,6.914138793945312e-05
218,-0.3677799339817778,-0.004682734052251503,-0.04430336970835924,-0.07574631925672293,7.677078247070312e-05
219,-0.3679950031722323,-0.005719501214458189,-0.016879653558135033,-0.08137042075395584,7.200241088867188e-05
220,-0.3677541970879008,-0.007058507997390384,0.015840373933315277,-0.08808069862425327,0.00012135505676269531
221,-0.3670036834115824,-0.008514829015410674,0.048884717747569084,-0.09485748782753944,0.0001239776611328125
222,-0.36612852433566645,-0.009694158435540778,0.0742527199909091,-0.10006000008434057,0.00010800361633300781
223,-0.3642608999297834,-0.011559977932079857,0.10278548393398523,-0.10268614999949932,9.250640869140625e-05
224,-0.3628444260012429,-0.01278037251950459,0.12114602606743574,-0.10437605064362288,8.320808410644531e-05
225,-0.36082264083195414,-0.014281748060499533,0.14330102782696486,-0.10641519259661436,7.724761962890625e-05
226,-0.35909717128325247,-0.015444587203210292,0.16021304856985807,-0.10797177162021399,9.918212890625e-05
227,-0.35632251147093674,-0.01726851466271695,0.172291393391788,-0.11325604747980833,7.891654968261719e-05
228,-0.3539792806573856,-0.018781494108352614,0.1819502068683505,-0.11748177837580442,7.510185241699219e-05
229,-0.35173472923947324,-0.020209144829147707,0.19077431689947844,-0.1213423265144229,7.081031799316406e-05
230,-0.34963217460357887,-0.021529806182619904,0.19871007930487394,-0.12481422256678343,6.532669067382812e-05
231,-0.34625659380974794,-0.023573346707630005,0.20382085721939802,-0.12339096795767546,8.273124694824219e-05
232,-0.3440622026581992,-0.023573346707630005,0.20709080155938864,0.0,6.628036499023438e-05
233,-0.3413071989290293,-0.02355871222808359,0.21111782733350992,0.0011214502155780792,7.05718994140625e-05
234,-0.3413071989290293,-0.02350728830051807,0.0,0.0035189595073461533,7.462501525878906e-05
235,-0.3413071989290293,-0.023434337823017515,0.0,0.005640743300318718,8.7738037109375e-05
236,-0.3413071989290293,-0.02335606540006907,0.0,0.007380641996860504,7.05718994140625e-05
237,-0.3413071989290293,-0.023238894131690113,0.0,0.009421104565262794,6.914138793945312e-05
238,-0.34142279307778445,-0.023130989726355633,-0.007206043228507042,0.006726671010255814,7.176399230957031e-05
239,-0.3415494654512694,-0.023078595192324913,-0.011962768621742725,0.004948069341480732,6.937980651855469e-05
240,-0.3417510715398795,-0.02304368932386125,-0.017221588641405106,0.0029817279428243637,6.866455078125e-05
241,-0.3420982199726028,-0.023035957638244398,-0.023779557086527348,0.000529618002474308,6.985664367675781e-05
242,-0.3424773164533339,-0.023075630562487515,-0.026717173866927624,-0.0027959858998656273,6.890296936035156e-05
243,-0.34278307147032683,-0.023131425488177815,-0.0289069851860404,-0.005275017581880093,6.628036499023438e-05
244,-0.34320379314130856,-0.02324292043615861,-0.03165831696242094,-0.008389732800424099,9.703636169433594e-05
245,-0.3437252900148051,-0.023421517127748315,-0.0347640048712492,-0.011905605904757977,7.343292236328125e-05
246,-0.34411224940988916,-0.023560217710215214,-0.029166972264647484,-0.010454523377120495,7.414817810058594e-05
247,-0.3443744578261554,-0.023658923478014682,-0.024685906246304512,-0.009292765520513058,6.866455078125e-05
248,-0.3446630927840566,-0.023780470047154223,-0.017872927710413933,-0.0075264377519488335,7.128715515136719e-05
249,-0.3448052596353639,-0.023848028409686473,-0.013395583257079124,-0.006365644745528698,6.556510925292969e-05
250,-0.3448976474832359,-0.023848028409686473,-0.007029527798295021,0.0,8.726119995117188e-05
251,-0.34491356772060433,-0.023848028409686473,-0.0013601873070001602,0.0,8.392333984375e-05
252,-0.3448106582995716,-0.023848028409686473,0.00641280971467495,0.0,7.891654968261719e-05
253,-0.3446883083389398,-0.023848028409686473,0.011545727029442787,0.0,6.699562072753906e-05
254,-0.3446883083389398,-0.02389550887823977,0.0,-0.0027575884014368057,7.033348083496094e-05
255,-0.3446883083389398,-0.0239433557092259,0.0,-0.004471372812986374,6.651878356933594e-05
256,-0.3446883083389398,-0.024022461460815325,0.0,-0.006438967771828175,6.914138793945312e-05
257,-0.3446883083389398,-0.024022461460815325,0.0,0.0,6.532669067382812e-05
258,-0.3447059392760101,-0.024022461460815325,-0.0011736340820789337,0.0,6.914138793945312e-05
259,-0.3447059392760101,-0.024022461460815325,0.0,0.0,6.318092346191406e-05
260,-0.344720972857008,-0.024022461460815325,-0.0010837428271770477,0.0,6.628036499023438e-05
261,-0.34471960980392424,-0.024022461460815325,9.067356586456299e-05,0.0,7.414817810058594e-05
262,-0.34471960980392424,-0.024022461460815325,0.0,0.0,0.00013518333435058594
263,-0.34470379637811543,-0.024022461460815325,0.001111496239900589,0.0,0.00011992454528808594
264,-0.34467346138893706,-0.024022461460815325,0.0021924450993537903,0.0,0.00011849403381347656
265,-0.3445758715928333,-0.024041279883691313,0.007305916398763657,-0.0014088135212659836,9.989738464355469e-05
